timestamp,hour,minute,day_of_week,is_weekend,north_count,south_count,east_count,west_count,total_vehicles,ns_total,ew_total,ns_ratio,ew_ratio,hour_sin,hour_cos,total_rolling_mean,total_rolling_std,density_label,optimal_ns_green,optimal_ew_green,traffic_pattern
2024-01-01 01:14:00,1,14,0,0,25,31,32,28,116,56,60,0.4786324786324786,0.5128205128205128,0.2588190451025207,0.9659258262890684,60.16666666666666,41.58565457783089,Medium,36.53846153846154,38.07692307692307,2
2024-01-01 01:16:00,1,16,0,0,21,18,29,17,85,39,46,0.4534883720930232,0.5348837209302325,0.2588190451025207,0.9659258262890684,68.83333333333333,40.186647865512086,Medium,35.406976744186046,39.06976744186046,2
2024-01-01 01:18:00,1,18,0,0,14,18,12,18,62,32,30,0.5079365079365079,0.4761904761904761,0.2588190451025207,0.9659258262890684,63.333333333333336,38.09286897395189,Medium,37.85714285714285,36.42857142857143,0
2024-01-01 01:20:00,1,20,0,0,20,17,20,18,75,37,38,0.4868421052631579,0.5,0.2588190451025207,0.9659258262890684,67.83333333333333,37.509554338417125,Medium,36.90789473684211,37.5,2
2024-01-01 01:22:00,1,22,0,0,8,12,13,9,42,20,22,0.4651162790697674,0.5116279069767442,0.2588190451025207,0.9659258262890684,63.66666666666666,38.98033692346267,Low,35.93023255813954,38.02325581395349,2
2024-01-01 01:24:00,1,24,0,0,3,13,2,9,27,16,11,0.5714285714285714,0.3928571428571428,0.2588190451025207,0.9659258262890684,67.83333333333333,31.73273808965541,Low,40.71428571428571,32.67857142857143,0
2024-01-01 01:26:00,1,26,0,0,35,36,35,32,138,71,67,0.5107913669064749,0.4820143884892086,0.2588190451025207,0.9659258262890684,71.5,38.87801435258751,High,37.98561151079137,36.690647482014384,3
2024-01-01 01:28:00,1,28,0,0,4,13,1,2,20,17,3,0.8095238095238095,0.1428571428571428,0.2588190451025207,0.9659258262890684,60.66666666666666,43.181786283879774,Low,51.42857142857143,21.428571428571427,0
2024-01-01 01:30:00,1,30,0,0,0,4,0,0,4,4,0,0.8,0.0,0.2588190451025207,0.9659258262890684,51.0,48.93260671576776,Low,51.0,15.0,0
2024-01-01 01:32:00,1,32,0,0,5,14,3,1,23,19,4,0.7916666666666666,0.1666666666666666,0.2588190451025207,0.9659258262890684,42.333333333333336,48.43414773346039,Low,50.625,22.5,0
2024-01-01 01:34:00,1,34,0,0,17,30,29,27,103,47,56,0.4519230769230769,0.5384615384615384,0.2588190451025207,0.9659258262890684,52.5,54.38657922686442,Medium,35.33653846153847,39.230769230769226,2
2024-01-01 01:36:00,1,36,0,0,12,12,24,16,64,24,40,0.3692307692307692,0.6153846153846154,0.2588190451025207,0.9659258262890684,58.66666666666666,52.99685525261538,Medium,31.615384615384617,42.69230769230769,2
2024-01-01 01:38:00,1,38,0,0,27,27,30,24,108,54,54,0.4954128440366973,0.4954128440366973,0.2588190451025207,0.9659258262890684,53.66666666666666,44.7958331395529,Medium,37.29357798165138,37.29357798165138,3
2024-01-01 01:40:00,1,40,0,0,20,17,19,6,62,37,25,0.5873015873015873,0.3968253968253968,0.2588190451025207,0.9659258262890684,60.66666666666666,41.65413144775277,Medium,41.42857142857143,32.85714285714286,0
2024-01-01 01:42:00,1,42,0,0,17,21,19,19,76,38,38,0.4935064935064935,0.4935064935064935,0.2588190451025207,0.9659258262890684,72.66666666666667,31.097695520193557,Medium,37.20779220779221,37.20779220779221,2
2024-01-01 01:44:00,1,44,0,0,22,21,12,7,62,43,19,0.6825396825396826,0.3015873015873015,0.2588190451025207,0.9659258262890684,79.16666666666667,21.113187032437004,Medium,45.71428571428572,28.57142857142857,0
2024-01-01 01:46:00,1,46,0,0,23,16,15,14,68,39,29,0.5652173913043478,0.4202898550724637,0.2588190451025207,0.9659258262890684,73.33333333333333,17.783887838902555,Medium,40.43478260869565,33.91304347826087,0
2024-01-01 01:48:00,1,48,0,0,17,10,10,15,52,27,25,0.5094339622641509,0.4716981132075472,0.2588190451025207,0.9659258262890684,71.33333333333333,19.62311562078424,Low,37.9245283018868,36.22641509433962,0
2024-01-01 01:50:00,1,50,0,0,0,0,9,12,21,0,21,0.0,0.9545454545454546,0.2588190451025207,0.9659258262890684,56.833333333333336,19.250108224804,Low,15.0,57.95454545454545,2
2024-01-01 01:52:00,1,52,0,0,23,14,17,11,65,37,28,0.5606060606060606,0.4242424242424242,0.2588190451025207,0.9659258262890684,57.333333333333336,19.44907881280413,Medium,40.22727272727273,34.09090909090909,0
2024-01-01 01:54:00,1,54,0,0,10,8,14,3,35,18,17,0.5,0.4722222222222222,0.2588190451025207,0.9659258262890684,50.5,18.76965636339675,Low,37.5,36.25,0
2024-01-01 01:56:00,1,56,0,0,31,24,28,22,105,55,50,0.5188679245283019,0.4716981132075472,0.2588190451025207,0.9659258262890684,57.66666666666666,29.296188603070306,Medium,38.34905660377358,36.22641509433962,3
2024-01-01 01:58:00,1,58,0,0,3,12,11,10,36,15,21,0.4054054054054054,0.5675675675675675,0.2588190451025207,0.9659258262890684,52.333333333333336,29.94439290863427,Low,33.24324324324324,40.54054054054054,2
2024-01-01 02:00:00,2,0,0,0,11,24,16,18,69,35,34,0.5,0.4857142857142857,0.4999999999999999,0.8660254037844387,55.16666666666666,30.701248617387964,Medium,37.5,36.85714285714286,3
2024-01-01 02:02:00,2,2,0,0,0,11,5,3,19,11,8,0.55,0.4,0.4999999999999999,0.8660254037844387,54.833333333333336,31.15391896161166,Low,39.75,33.0,0
2024-01-01 02:04:00,2,4,0,0,9,18,18,17,62,27,35,0.4285714285714285,0.5555555555555556,0.4999999999999999,0.8660254037844387,54.333333333333336,30.981715037529256,Medium,34.285714285714285,40.0,2
2024-01-01 02:06:00,2,6,0,0,13,12,4,2,31,25,6,0.78125,0.1875,0.4999999999999999,0.8660254037844387,53.66666666666666,31.51930625294069,Low,50.15625,23.4375,0
2024-01-01 02:08:00,2,8,0,0,15,28,14,18,75,43,32,0.5657894736842105,0.4210526315789473,0.4999999999999999,0.8660254037844387,48.66666666666666,22.96664247700709,Medium,40.46052631578947,33.94736842105263,0
2024-01-01 02:10:00,2,10,0,0,8,7,6,10,31,15,16,0.46875,0.5,0.4999999999999999,0.8660254037844387,47.833333333333336,23.600141242515196,Low,36.09375,37.5,2
2024-01-01 02:12:00,2,12,0,0,18,6,13,15,52,24,28,0.4528301886792453,0.5283018867924528,0.4999999999999999,0.8660254037844387,45.0,21.475567512873784,Low,35.37735849056604,38.77358490566038,2
2024-01-01 02:14:00,2,14,0,0,22,18,16,24,80,40,40,0.4938271604938271,0.4938271604938271,0.4999999999999999,0.8660254037844387,55.16666666666666,21.141586190886112,Medium,37.22222222222222,37.22222222222222,2
2024-01-01 02:16:00,2,16,0,0,25,22,17,19,83,47,36,0.5595238095238095,0.4285714285714285,0.4999999999999999,0.8660254037844387,58.66666666666666,24.0388574326374,Medium,40.17857142857143,34.285714285714285,0
2024-01-01 02:18:00,2,18,0,0,11,4,5,13,33,15,18,0.4411764705882353,0.5294117647058824,0.4999999999999999,0.8660254037844387,59.0,23.58813260942883,Low,34.85294117647059,38.82352941176471,2
2024-01-01 02:20:00,2,20,0,0,13,5,3,11,32,18,14,0.5454545454545454,0.4242424242424242,0.4999999999999999,0.8660254037844387,51.833333333333336,24.276875142131995,Low,39.54545454545455,34.09090909090909,0
2024-01-01 02:22:00,2,22,0,0,0,5,0,7,12,5,7,0.3846153846153846,0.5384615384615384,0.4999999999999999,0.8660254037844387,48.66666666666666,28.42299538519236,Low,32.30769230769231,39.230769230769226,2
2024-01-01 02:24:00,2,24,0,0,0,0,7,0,7,0,7,0.0,0.875,0.4999999999999999,0.8660254037844387,41.16666666666666,32.944903500642795,Low,15.0,54.375,2
2024-01-01 02:26:00,2,26,0,0,4,17,6,10,37,21,16,0.5526315789473685,0.4210526315789473,0.4999999999999999,0.8660254037844387,34.0,26.936963451733,Low,39.86842105263158,33.94736842105263,0
2024-01-01 02:28:00,2,28,0,0,24,12,25,26,87,36,51,0.4090909090909091,0.5795454545454546,0.4999999999999999,0.8660254037844387,34.666666666666664,28.40187787218771,Medium,33.40909090909091,41.07954545454545,2
2024-01-01 02:30:00,2,30,0,0,3,12,5,6,26,15,11,0.5555555555555556,0.4074074074074074,0.4999999999999999,0.8660254037844387,33.5,28.626910416599262,Low,40.0,33.33333333333333,0
2024-01-01 02:32:00,2,32,0,0,6,3,15,17,41,9,32,0.2142857142857142,0.7619047619047619,0.4999999999999999,0.8660254037844387,35.0,28.768037819774904,Low,24.642857142857142,49.285714285714285,2
2024-01-01 02:34:00,2,34,0,0,5,11,12,14,42,16,26,0.3720930232558139,0.6046511627906976,0.4999999999999999,0.8660254037844387,40.0,26.487733009829277,Low,31.74418604651163,42.20930232558139,2
2024-01-01 02:36:00,2,36,0,0,7,4,1,11,23,11,12,0.4583333333333333,0.5,0.4999999999999999,0.8660254037844387,42.66666666666666,23.08823654302481,Low,35.625,37.5,2
2024-01-01 02:38:00,2,38,0,0,0,10,8,9,27,10,17,0.3571428571428571,0.6071428571428571,0.4999999999999999,0.8660254037844387,41.0,23.92488244485225,Low,31.071428571428573,42.32142857142857,2
2024-01-01 02:40:00,2,40,0,0,12,16,9,11,48,28,20,0.5714285714285714,0.4081632653061224,0.4999999999999999,0.8660254037844387,34.5,10.40672859259812,Low,40.71428571428571,33.36734693877551,0
2024-01-01 02:42:00,2,42,0,0,15,12,16,4,47,27,20,0.5625,0.4166666666666667,0.4999999999999999,0.8660254037844387,38.0,10.507140429250926,Low,40.3125,33.75,0
2024-01-01 02:44:00,2,44,0,0,17,20,22,18,77,37,40,0.4743589743589743,0.5128205128205128,0.4999999999999999,0.8660254037844387,44.0,19.224983745116653,Medium,36.34615384615385,38.07692307692307,2
2024-01-01 02:46:00,2,46,0,0,4,0,6,0,10,4,6,0.3636363636363636,0.5454545454545454,0.4999999999999999,0.8660254037844387,38.66666666666666,23.787952132679813,Low,31.363636363636363,39.54545454545455,2
2024-01-01 02:48:00,2,48,0,0,8,11,0,9,28,19,9,0.6551724137931034,0.3103448275862069,0.4999999999999999,0.8660254037844387,39.5,23.209911675833656,Low,44.48275862068965,28.96551724137931,0
2024-01-01 02:50:00,2,50,0,0,15,3,11,14,43,18,25,0.4090909090909091,0.5681818181818182,0.4999999999999999,0.8660254037844387,42.16666666666666,22.3912185167906,Low,33.40909090909091,40.56818181818182,2
2024-01-01 02:52:00,2,52,0,0,4,0,14,9,27,4,23,0.1428571428571428,0.8214285714285714,0.4999999999999999,0.8660254037844387,38.66666666666666,22.93178289332659,Low,21.428571428571427,51.96428571428572,2
2024-01-01 02:54:00,2,54,0,0,20,27,26,25,98,47,51,0.4747474747474747,0.5151515151515151,0.4999999999999999,0.8660254037844387,47.16666666666666,33.606051042433805,Medium,36.36363636363636,38.18181818181818,2
2024-01-01 02:56:00,2,56,0,0,13,24,20,22,79,37,42,0.4625,0.525,0.4999999999999999,0.8660254037844387,47.5,33.96910360901506,Medium,35.8125,38.625,2
2024-01-01 02:58:00,2,58,0,0,21,14,13,18,66,35,31,0.5223880597014925,0.4626865671641791,0.4999999999999999,0.8660254037844387,56.833333333333336,28.923462217837383,Medium,38.507462686567166,35.82089552238806,0
2024-01-01 03:00:00,3,0,0,0,9,4,3,11,27,13,14,0.4642857142857143,0.5,0.7071067811865476,0.7071067811865476,56.66666666666666,29.125017882684062,Low,35.89285714285714,37.5,2
2024-01-01 03:02:00,3,2,0,0,10,20,19,21,70,30,40,0.4225352112676056,0.5633802816901409,0.7071067811865476,0.7071067811865476,61.16666666666666,28.67344881012165,Medium,34.014084507042256,40.352112676056336,2
2024-01-01 03:04:00,3,4,0,0,15,20,15,16,66,35,31,0.5223880597014925,0.4626865671641791,0.7071067811865476,0.7071067811865476,67.66666666666667,23.2952069462082,Medium,38.507462686567166,35.82089552238806,0
2024-01-01 03:06:00,3,6,0,0,8,9,21,5,43,17,26,0.3863636363636363,0.5909090909090909,0.7071067811865476,0.7071067811865476,58.5,19.48075973877816,Low,32.38636363636364,41.59090909090909,2
2024-01-01 03:08:00,3,8,0,0,8,8,12,13,41,16,25,0.3809523809523809,0.5952380952380952,0.7071067811865476,0.7071067811865476,52.16666666666666,17.566065770873877,Low,32.14285714285714,41.785714285714285,2
2024-01-01 03:10:00,3,10,0,0,15,20,19,12,66,35,31,0.5223880597014925,0.4626865671641791,0.7071067811865476,0.7071067811865476,52.16666666666666,17.566065770873877,Medium,38.507462686567166,35.82089552238806,0
2024-01-01 03:12:00,3,12,0,0,14,14,13,24,65,28,37,0.4242424242424242,0.5606060606060606,0.7071067811865476,0.7071067811865476,58.5,12.91123541726353,Medium,34.09090909090909,40.22727272727273,2
2024-01-01 03:14:00,3,14,0,0,7,8,14,17,46,15,31,0.3191489361702128,0.6595744680851063,0.7071067811865476,0.7071067811865476,54.5,12.340988615179912,Low,29.361702127659576,44.680851063829785,2
2024-01-01 03:16:00,3,16,0,0,6,2,13,13,34,8,26,0.2285714285714285,0.7428571428571429,0.7071067811865476,0.7071067811865476,49.16666666666666,13.257702163899552,Low,25.285714285714285,48.42857142857143,2
2024-01-01 03:18:00,3,18,0,0,4,11,0,8,23,15,8,0.625,0.3333333333333333,0.7071067811865476,0.7071067811865476,45.833333333333336,17.08117872591546,Low,43.125,30.0,0
2024-01-01 03:20:00,3,20,0,0,11,14,0,9,34,25,9,0.7142857142857143,0.2571428571428571,0.7071067811865476,0.7071067811865476,44.66666666666666,17.7049898804452,Low,47.142857142857146,26.57142857142857,0
2024-01-01 03:22:00,3,22,0,0,11,12,18,4,45,23,22,0.5,0.4782608695652174,0.7071067811865476,0.7071067811865476,41.16666666666666,14.414113454065324,Low,37.5,36.52173913043478,0
2024-01-01 03:24:00,3,24,0,0,17,18,20,15,70,35,35,0.4929577464788732,0.4929577464788732,0.7071067811865476,0.7071067811865476,42.0,16.112107248898273,Medium,37.183098591549296,37.183098591549296,2
2024-01-01 03:26:00,3,26,0,0,14,16,5,18,53,30,23,0.5555555555555556,0.4259259259259259,0.7071067811865476,0.7071067811865476,43.16666666666666,16.702295251451726,Low,40.0,34.16666666666667,0
2024-01-01 03:28:00,3,28,0,0,8,18,9,6,41,26,15,0.6190476190476191,0.3571428571428571,0.7071067811865476,0.7071067811865476,44.333333333333336,16.169930941926342,Low,42.85714285714286,31.071428571428573,0
2024-01-01 03:30:00,3,30,0,0,14,15,8,9,46,29,17,0.6170212765957447,0.3617021276595745,0.7071067811865476,0.7071067811865476,48.16666666666666,12.384129628951197,Low,42.765957446808514,31.27659574468085,0
2024-01-01 03:32:00,3,32,0,0,11,7,7,5,30,18,12,0.5806451612903226,0.3870967741935484,0.7071067811865476,0.7071067811865476,47.5,13.36787193236082,Low,41.12903225806452,32.41935483870968,0
2024-01-01 03:34:00,3,34,0,0,22,18,11,9,60,40,20,0.6557377049180327,0.3278688524590163,0.7071067811865476,0.7071067811865476,50.0,14.18449858119772,Low,44.50819672131148,29.75409836065574,0
2024-01-01 03:36:00,3,36,0,0,25,22,30,35,112,47,65,0.415929203539823,0.5752212389380531,0.7071067811865476,0.7071067811865476,57.0,28.830539363667828,Medium,33.716814159292035,40.88495575221239,2
2024-01-01 03:38:00,3,38,0,0,17,16,2,10,45,33,12,0.717391304347826,0.2608695652173913,0.7071067811865476,0.7071067811865476,55.66666666666666,29.234682599040937,Low,47.28260869565217,26.73913043478261,0
2024-01-01 03:40:00,3,40,0,0,7,18,5,9,39,25,14,0.625,0.35,0.7071067811865476,0.7071067811865476,55.333333333333336,29.445995766261102,Low,43.125,30.75,0
2024-01-01 03:42:00,3,42,0,0,30,26,30,27,113,56,57,0.4912280701754385,0.5,0.7071067811865476,0.7071067811865476,66.5,36.94725970894188,Medium,37.10526315789474,37.5,3
2024-01-01 03:44:00,3,44,0,0,15,4,10,1,30,19,11,0.6129032258064516,0.3548387096774194,0.7071067811865476,0.7071067811865476,66.5,36.94725970894188,Low,42.58064516129032,30.967741935483872,0
2024-01-01 03:46:00,3,46,0,0,7,2,16,12,37,9,28,0.2368421052631578,0.7368421052631579,0.7071067811865476,0.7071067811865476,62.66666666666666,38.89815762560827,Low,25.657894736842103,48.1578947368421,2
2024-01-01 03:48:00,3,48,0,0,16,9,12,17,54,25,29,0.4545454545454545,0.5272727272727272,0.7071067811865476,0.7071067811865476,53.0,30.482782025267976,Low,35.45454545454545,38.72727272727273,2
2024-01-01 03:50:00,3,50,0,0,10,10,6,0,26,20,6,0.7407407407407407,0.2222222222222222,0.7071067811865476,0.7071067811865476,49.833333333333336,32.4062751124943,Low,48.33333333333333,25.0,0
2024-01-01 03:52:00,3,52,0,0,1,0,3,5,9,1,8,0.1,0.8,0.7071067811865476,0.7071067811865476,44.833333333333336,36.47145002144372,Low,19.5,51.0,2
2024-01-01 03:54:00,3,54,0,0,3,0,14,9,26,3,23,0.1111111111111111,0.8518518518518519,0.7071067811865476,0.7071067811865476,30.33333333333333,14.814407401805434,Low,20.0,53.333333333333336,2
2024-01-01 03:56:00,3,56,0,0,2,8,13,5,28,10,18,0.3448275862068966,0.6206896551724138,0.7071067811865476,0.7071067811865476,30.0,14.84587484791654,Low,30.517241379310345,42.93103448275862,2
2024-01-01 03:58:00,3,58,0,0,0,8,0,0,8,8,0,0.8888888888888888,0.0,0.7071067811865476,0.7071067811865476,25.166666666666668,16.71426536425301,Low,55.0,15.0,0
2024-01-01 04:00:00,4,0,0,0,8,11,8,0,27,19,8,0.6785714285714286,0.2857142857142857,0.8660254037844386,0.5000000000000001,20.666666666666668,9.458682078739509,Low,45.53571428571429,27.85714285714285,0
2024-01-01 04:02:00,4,2,0,0,25,20,13,14,72,45,27,0.6164383561643836,0.3698630136986301,0.8660254037844386,0.5000000000000001,28.33333333333333,23.243637122160287,Medium,42.73972602739726,31.64383561643836,0
2024-01-01 04:04:00,4,4,0,0,0,7,7,2,16,7,9,0.4117647058823529,0.5294117647058824,0.8660254037844386,0.5000000000000001,29.5,22.2328585656456,Low,33.529411764705884,38.82352941176471,2
2024-01-01 04:06:00,4,6,0,0,15,13,13,6,47,28,19,0.5833333333333334,0.3958333333333333,0.8660254037844386,0.5000000000000001,33.0,23.203448019637097,Low,41.25,32.8125,0
2024-01-01 04:08:00,4,8,0,0,9,8,4,6,27,17,10,0.6071428571428571,0.3571428571428571,0.8660254037844386,0.5000000000000001,32.833333333333336,23.25008960556212,Low,42.32142857142857,31.071428571428573,0
2024-01-01 04:10:00,4,10,0,0,0,3,0,10,13,3,10,0.2142857142857142,0.7142857142857143,0.8660254037844386,0.5000000000000001,33.666666666666664,22.250093632761807,Low,24.642857142857142,47.142857142857146,2
2024-01-01 04:12:00,4,12,0,0,17,18,19,18,72,35,37,0.4794520547945205,0.5068493150684932,0.8660254037844386,0.5000000000000001,41.16666666666666,26.693944381950512,Medium,36.57534246575342,37.8082191780822,2
2024-01-01 04:14:00,4,14,0,0,12,1,2,3,18,13,5,0.6842105263157895,0.2631578947368421,0.8660254037844386,0.5000000000000001,32.166666666666664,23.077405977853484,Low,45.78947368421053,26.84210526315789,0
2024-01-01 04:16:00,4,16,0,0,21,18,30,33,102,39,63,0.3786407766990291,0.6116504854368932,0.8660254037844386,0.5000000000000001,46.5,34.77211526496484,Medium,32.03883495145631,42.52427184466019,2
2024-01-01 04:18:00,4,18,0,0,12,16,7,13,48,28,20,0.5714285714285714,0.4081632653061224,0.8660254037844386,0.5000000000000001,46.66666666666666,34.77738728925259,Low,40.71428571428571,33.36734693877551,0
2024-01-01 04:20:00,4,20,0,0,6,16,8,10,40,22,18,0.5365853658536586,0.4390243902439024,0.8660254037844386,0.5000000000000001,48.833333333333336,33.69520242804111,Low,39.14634146341464,34.75609756097561,0
2024-01-01 04:22:00,4,22,0,0,7,1,0,6,14,8,6,0.5333333333333333,0.4,0.8660254037844386,0.5000000000000001,49.0,33.48432469081616,Low,39.0,33.0,0
2024-01-01 04:24:00,4,24,0,0,26,17,26,19,88,43,45,0.4831460674157303,0.5056179775280899,0.8660254037844386,0.5000000000000001,51.66666666666666,36.20865458238772,Medium,36.741573033707866,37.752808988764045,3
2024-01-01 04:26:00,4,26,0,0,25,31,23,16,95,56,39,0.5833333333333334,0.40625,0.8660254037844386,0.5000000000000001,64.5,35.52886150723099,Medium,41.25,33.28125,0
2024-01-01 04:28:00,4,28,0,0,5,16,14,18,53,21,32,0.3888888888888889,0.5925925925925926,0.8660254037844386,0.5000000000000001,56.333333333333336,30.45433740317899,Low,32.5,41.66666666666666,2
2024-01-01 04:30:00,4,30,0,0,22,14,18,18,72,36,36,0.4931506849315068,0.4931506849315068,0.8660254037844386,0.5000000000000001,60.333333333333336,30.715902504511675,Medium,37.1917808219178,37.1917808219178,3
