timestamp,hour,minute,day_of_week,is_weekend,north_count,south_count,east_count,west_count,total_vehicles,ns_total,ew_total
2024-01-01 03:18:00,3,18,0,0,12,6,9,18,45,18,27
2024-01-01 03:20:00,3,20,0,0,10,16,9,7,42,26,16
2024-01-01 03:22:00,3,22,0,0,13,14,15,17,59,27,32
2024-01-01 03:24:00,3,24,0,0,0,0,0,1,1,0,1
2024-01-01 03:26:00,3,26,0,0,12,0,2,13,27,12,15
2024-01-01 03:28:00,3,28,0,0,19,9,18,3,49,28,21
2024-01-01 03:30:00,3,30,0,0,0,9,1,1,11,9,2
2024-01-01 03:32:00,3,32,0,0,15,15,28,21,79,30,49
2024-01-01 03:34:00,3,34,0,0,13,28,17,12,70,41,29
2024-01-01 03:36:00,3,36,0,0,7,6,18,17,48,13,35
2024-01-01 03:38:00,3,38,0,0,14,14,14,20,62,28,34
2024-01-01 03:40:00,3,40,0,0,11,12,12,4,39,23,16
2024-01-01 03:42:00,3,42,0,0,6,0,4,0,10,6,4
2024-01-01 03:44:00,3,44,0,0,19,18,9,17,63,37,26
2024-01-01 03:46:00,3,46,0,0,5,0,6,0,11,5,6
2024-01-01 03:48:00,3,48,0,0,6,15,11,11,43,21,22
2024-01-01 03:50:00,3,50,0,0,3,5,5,3,16,8,8
2024-01-01 03:52:00,3,52,0,0,10,17,21,15,63,27,36
2024-01-01 03:54:00,3,54,0,0,0,12,10,0,22,12,10
2024-01-01 03:56:00,3,56,0,0,25,25,28,16,94,50,44
2024-01-01 03:58:00,3,58,0,0,6,1,17,6,30,7,23
2024-01-01 04:00:00,4,0,0,0,22,20,15,20,77,42,35
2024-01-01 04:02:00,4,2,0,0,8,20,16,18,62,28,34
2024-01-01 04:04:00,4,4,0,0,5,0,0,2,7,5,2
2024-01-01 04:06:00,4,6,0,0,21,25,28,12,86,46,40
2024-01-01 04:08:00,4,8,0,0,23,18,22,29,92,41,51
2024-01-01 04:10:00,4,10,0,0,5,11,7,6,29,16,13
2024-01-01 04:12:00,4,12,0,0,9,16,20,13,58,25,33
2024-01-01 04:14:00,4,14,0,0,24,21,30,15,90,45,45
2024-01-01 04:16:00,4,16,0,0,6,1,5,1,13,7,6
2024-01-01 04:18:00,4,18,0,0,31,29,29,28,117,60,57
2024-01-01 04:20:00,4,20,0,0,0,0,7,14,21,0,21
2024-01-01 04:22:00,4,22,0,0,3,14,7,11,35,17,18
2024-01-01 04:24:00,4,24,0,0,16,4,12,12,44,20,24
2024-01-01 04:26:00,4,26,0,0,17,16,25,18,76,33,43
2024-01-01 04:28:00,4,28,0,0,1,2,1,1,5,3,2
2024-01-01 04:30:00,4,30,0,0,11,9,10,9,39,20,19
2024-01-01 04:32:00,4,32,0,0,4,9,15,10,38,13,25
2024-01-01 04:34:00,4,34,0,0,31,30,22,30,113,61,52
2024-01-01 04:36:00,4,36,0,0,14,14,16,12,56,28,28
2024-01-01 04:38:00,4,38,0,0,16,8,14,9,47,24,23
2024-01-01 04:40:00,4,40,0,0,2,12,12,12,38,14,24
2024-01-01 04:42:00,4,42,0,0,9,8,13,0,30,17,13
2024-01-01 04:44:00,4,44,0,0,14,15,4,18,51,29,22
2024-01-01 04:46:00,4,46,0,0,32,21,27,24,104,53,51
2024-01-01 04:48:00,4,48,0,0,0,0,0,3,3,0,3
2024-01-01 04:50:00,4,50,0,0,13,26,23,26,88,39,49
2024-01-01 04:52:00,4,52,0,0,21,28,16,23,88,49,39
2024-01-01 04:54:00,4,54,0,0,24,13,20,22,79,37,42
2024-01-01 04:56:00,4,56,0,0,0,7,7,0,14,7,7
2024-01-01 04:58:00,4,58,0,0,11,5,18,18,52,16,36
2024-01-01 05:00:00,5,0,0,0,0,6,0,0,6,6,0
2024-01-01 05:02:00,5,2,0,0,17,21,11,25,74,38,36
2024-01-01 05:04:00,5,4,0,0,24,28,34,32,118,52,66
2024-01-01 05:06:00,5,6,0,0,24,27,34,28,113,51,62
2024-01-01 05:08:00,5,8,0,0,6,4,12,0,22,10,12
2024-01-01 05:10:00,5,10,0,0,13,5,16,17,51,18,33
2024-01-01 05:12:00,5,12,0,0,10,3,17,17,47,13,34
2024-01-01 05:14:00,5,14,0,0,20,30,16,21,87,50,37
2024-01-01 05:16:00,5,16,0,0,18,9,20,8,55,27,28
2024-01-01 05:18:00,5,18,0,0,17,15,22,21,75,32,43
2024-01-01 05:20:00,5,20,0,0,1,0,0,12,13,1,12
2024-01-01 05:22:00,5,22,0,0,5,6,10,7,28,11,17
2024-01-01 05:24:00,5,24,0,0,8,16,15,3,42,24,18
2024-01-01 05:26:00,5,26,0,0,26,29,33,29,117,55,62
2024-01-01 05:28:00,5,28,0,0,5,4,0,1,10,9,1
2024-01-01 05:30:00,5,30,0,0,5,0,4,5,14,5,9
2024-01-01 05:32:00,5,32,0,0,18,17,8,14,57,35,22
2024-01-01 05:34:00,5,34,0,0,7,8,0,0,15,15,0
2024-01-01 05:36:00,5,36,0,0,5,5,3,3,16,10,6
2024-01-01 05:38:00,5,38,0,0,27,20,28,31,106,47,59
2024-01-01 05:40:00,5,40,0,0,14,20,14,21,69,34,35
2024-01-01 05:42:00,5,42,0,0,7,0,0,0,7,7,0
2024-01-01 05:44:00,5,44,0,0,12,16,6,15,49,28,21
2024-01-01 05:46:00,5,46,0,0,9,5,14,14,42,14,28
2024-01-01 05:48:00,5,48,0,0,13,15,13,19,60,28,32
2024-01-01 05:50:00,5,50,0,0,23,20,12,24,79,43,36
2024-01-01 05:52:00,5,52,0,0,16,15,20,26,77,31,46
2024-01-01 05:54:00,5,54,0,0,0,6,0,5,11,6,5
2024-01-01 05:56:00,5,56,0,0,10,20,9,20,59,30,29
2024-01-01 05:58:00,5,58,0,0,4,0,0,2,6,4,2
2024-01-01 06:00:00,6,0,0,0,31,23,32,23,109,54,55
2024-01-01 06:02:00,6,2,0,0,26,25,33,22,106,51,55
2024-01-01 06:04:00,6,4,0,0,41,39,36,35,151,80,71
2024-01-01 06:06:00,6,6,0,0,29,34,38,25,126,63,63
2024-01-01 06:08:00,6,8,0,0,14,24,21,18,77,38,39
2024-01-01 06:10:00,6,10,0,0,33,45,46,37,161,78,83
2024-01-01 06:12:00,6,12,0,0,37,35,40,37,149,72,77
2024-01-01 06:14:00,6,14,0,0,31,26,23,34,114,57,57
2024-01-01 06:16:00,6,16,0,0,46,41,44,46,177,87,90
2024-01-01 06:18:00,6,18,0,0,36,51,43,45,175,87,88
2024-01-01 06:20:00,6,20,0,0,32,34,37,36,139,66,73
2024-01-01 06:22:00,6,22,0,0,35,33,47,37,152,68,84
2024-01-01 06:24:00,6,24,0,0,17,25,25,20,87,42,45
2024-01-01 06:26:00,6,26,0,0,47,45,61,56,209,92,117
2024-01-01 06:28:00,6,28,0,0,38,39,47,50,174,77,97
2024-01-01 06:30:00,6,30,0,0,42,34,28,32,136,76,60
2024-01-01 06:32:00,6,32,0,0,37,32,31,31,131,69,62
2024-01-01 06:34:00,6,34,0,0,31,27,16,19,93,58,35
2024-01-01 06:36:00,6,36,0,0,45,33,37,39,154,78,76
2024-01-01 06:38:00,6,38,0,0,41,46,37,48,172,87,85
2024-01-01 06:40:00,6,40,0,0,28,41,33,27,129,69,60
2024-01-01 06:42:00,6,42,0,0,28,27,31,30,116,55,61
2024-01-01 06:44:00,6,44,0,0,42,31,41,44,158,73,85
2024-01-01 06:46:00,6,46,0,0,37,37,45,46,165,74,91
2024-01-01 06:48:00,6,48,0,0,49,42,48,40,179,91,88
2024-01-01 06:50:00,6,50,0,0,17,22,18,21,78,39,39
2024-01-01 06:52:00,6,52,0,0,43,52,53,55,203,95,108
2024-01-01 06:54:00,6,54,0,0,37,35,35,43,150,72,78
2024-01-01 06:56:00,6,56,0,0,34,27,34,27,122,61,61
2024-01-01 06:58:00,6,58,0,0,18,32,27,23,100,50,50
2024-01-01 07:00:00,7,0,0,0,59,61,68,63,251,120,131
2024-01-01 07:02:00,7,2,0,0,103,104,103,103,413,207,206
2024-01-01 07:04:00,7,4,0,0,84,90,74,85,333,174,159
2024-01-01 07:06:00,7,6,0,0,72,75,72,75,294,147,147
2024-01-01 07:08:00,7,8,0,0,66,74,73,65,278,140,138
2024-01-01 07:10:00,7,10,0,0,83,83,81,87,334,166,168
2024-01-01 07:12:00,7,12,0,0,76,73,85,73,307,149,158
2024-01-01 07:14:00,7,14,0,0,69,75,71,66,281,144,137
2024-01-01 07:16:00,7,16,0,0,93,85,95,88,361,178,183
2024-01-01 07:18:00,7,18,0,0,81,82,90,80,333,163,170
2024-01-01 07:20:00,7,20,0,0,90,94,85,92,361,184,177
2024-01-01 07:22:00,7,22,0,0,62,74,68,60,264,136,128
2024-01-01 07:24:00,7,24,0,0,92,86,91,102,371,178,193
2024-01-01 07:26:00,7,26,0,0,81,82,84,95,342,163,179
2024-01-01 07:28:00,7,28,0,0,104,107,101,117,429,211,218
2024-01-01 07:30:00,7,30,0,0,80,74,78,82,314,154,160
2024-01-01 07:32:00,7,32,0,0,56,59,51,51,217,115,102
2024-01-01 07:34:00,7,34,0,0,92,88,99,97,376,180,196
2024-01-01 07:36:00,7,36,0,0,103,89,87,96,375,192,183
2024-01-01 07:38:00,7,38,0,0,94,84,88,79,345,178,167
2024-01-01 07:40:00,7,40,0,0,96,98,94,99,387,194,193
2024-01-01 07:42:00,7,42,0,0,106,99,101,103,409,205,204
2024-01-01 07:44:00,7,44,0,0,76,73,84,79,312,149,163
2024-01-01 07:46:00,7,46,0,0,80,85,71,83,319,165,154
2024-01-01 07:48:00,7,48,0,0,95,84,89,80,348,179,169
2024-01-01 07:50:00,7,50,0,0,95,91,86,100,372,186,186
2024-01-01 07:52:00,7,52,0,0,88,77,89,75,329,165,164
2024-01-01 07:54:00,7,54,0,0,73,70,59,62,264,143,121
2024-01-01 07:56:00,7,56,0,0,74,84,82,78,318,158,160
2024-01-01 07:58:00,7,58,0,0,109,100,116,106,431,209,222
2024-01-01 08:00:00,8,0,0,0,84,77,86,71,318,161,157
2024-01-01 08:02:00,8,2,0,0,64,62,60,60,246,126,120
2024-01-01 08:04:00,8,4,0,0,97,88,95,84,364,185,179
2024-01-01 08:06:00,8,6,0,0,76,80,83,73,312,156,156
2024-01-01 08:08:00,8,8,0,0,77,76,77,72,302,153,149
2024-01-01 08:10:00,8,10,0,0,62,55,62,55,234,117,117
2024-01-01 08:12:00,8,12,0,0,66,72,71,74,283,138,145
2024-01-01 08:14:00,8,14,0,0,71,72,76,78,297,143,154
2024-01-01 08:16:00,8,16,0,0,95,93,95,93,376,188,188
2024-01-01 08:18:00,8,18,0,0,96,85,89,92,362,181,181
2024-01-01 08:20:00,8,20,0,0,91,95,95,103,384,186,198
2024-01-01 08:22:00,8,22,0,0,87,86,88,80,341,173,168
2024-01-01 08:24:00,8,24,0,0,57,62,64,70,253,119,134
2024-01-01 08:26:00,8,26,0,0,86,97,91,98,372,183,189
2024-01-01 08:28:00,8,28,0,0,85,96,98,86,365,181,184
2024-01-01 08:30:00,8,30,0,0,69,67,68,72,276,136,140
2024-01-01 08:32:00,8,32,0,0,80,84,89,73,326,164,162
2024-01-01 08:34:00,8,34,0,0,60,60,59,65,244,120,124
2024-01-01 08:36:00,8,36,0,0,91,101,102,90,384,192,192
2024-01-01 08:38:00,8,38,0,0,98,96,90,98,382,194,188
2024-01-01 08:40:00,8,40,0,0,93,106,92,92,383,199,184
2024-01-01 08:42:00,8,42,0,0,63,64,60,57,244,127,117
2024-01-01 08:44:00,8,44,0,0,67,59,67,58,251,126,125
2024-01-01 08:46:00,8,46,0,0,76,62,75,64,277,138,139
2024-01-01 08:48:00,8,48,0,0,84,75,84,79,322,159,163
2024-01-01 08:50:00,8,50,0,0,77,79,87,88,331,156,175
2024-01-01 08:52:00,8,52,0,0,54,64,51,55,224,118,106
2024-01-01 08:54:00,8,54,0,0,82,93,80,81,336,175,161
2024-01-01 08:56:00,8,56,0,0,86,84,78,81,329,170,159
2024-01-01 08:58:00,8,58,0,0,61,64,70,63,258,125,133
2024-01-01 09:00:00,9,0,0,0,90,77,80,87,334,167,167
2024-01-01 09:02:00,9,2,0,0,111,111,109,95,426,222,204
2024-01-01 09:04:00,9,4,0,0,69,66,61,68,264,135,129
2024-01-01 09:06:00,9,6,0,0,79,71,70,70,290,150,140
2024-01-01 09:08:00,9,8,0,0,68,71,66,65,270,139,131
2024-01-01 09:10:00,9,10,0,0,62,67,72,68,269,129,140
2024-01-01 09:12:00,9,12,0,0,88,87,90,90,355,175,180
2024-01-01 09:14:00,9,14,0,0,63,62,65,61,251,125,126
2024-01-01 09:16:00,9,16,0,0,73,79,76,73,301,152,149
2024-01-01 09:18:00,9,18,0,0,85,75,74,81,315,160,155
2024-01-01 09:20:00,9,20,0,0,75,78,85,73,311,153,158
2024-01-01 09:22:00,9,22,0,0,89,85,84,96,354,174,180
2024-01-01 09:24:00,9,24,0,0,84,82,74,80,320,166,154
2024-01-01 09:26:00,9,26,0,0,77,83,81,73,314,160,154
2024-01-01 09:28:00,9,28,0,0,63,67,68,72,270,130,140
2024-01-01 09:30:00,9,30,0,0,96,96,98,88,378,192,186
2024-01-01 09:32:00,9,32,0,0,50,54,58,53,215,104,111
2024-01-01 09:34:00,9,34,0,0,104,100,104,101,409,204,205
2024-01-01 09:36:00,9,36,0,0,90,101,91,91,373,191,182
2024-01-01 09:38:00,9,38,0,0,102,93,90,104,389,195,194
2024-01-01 09:40:00,9,40,0,0,82,74,73,87,316,156,160
2024-01-01 09:42:00,9,42,0,0,90,82,80,86,338,172,166
2024-01-01 09:44:00,9,44,0,0,77,65,76,75,293,142,151
2024-01-01 09:46:00,9,46,0,0,81,74,81,78,314,155,159
2024-01-01 09:48:00,9,48,0,0,89,74,82,87,332,163,169
2024-01-01 09:50:00,9,50,0,0,104,102,101,102,409,206,203
2024-01-01 09:52:00,9,52,0,0,104,106,100,94,404,210,194
2024-01-01 09:54:00,9,54,0,0,76,69,63,66,274,145,129
2024-01-01 09:56:00,9,56,0,0,98,95,102,94,389,193,196
2024-01-01 09:58:00,9,58,0,0,90,87,88,102,367,177,190
2024-01-01 10:00:00,10,0,0,0,32,41,40,31,144,73,71
2024-01-01 10:02:00,10,2,0,0,34,20,19,26,99,54,45
2024-01-01 10:04:00,10,4,0,0,38,30,28,39,135,68,67
2024-01-01 10:06:00,10,6,0,0,33,40,43,43,159,73,86
2024-01-01 10:08:00,10,8,0,0,45,37,46,38,166,82,84
2024-01-01 10:10:00,10,10,0,0,45,46,53,47,191,91,100
2024-01-01 10:12:00,10,12,0,0,48,41,37,48,174,89,85
2024-01-01 10:14:00,10,14,0,0,36,28,30,34,128,64,64
2024-01-01 10:16:00,10,16,0,0,48,44,51,51,194,92,102
2024-01-01 10:18:00,10,18,0,0,25,25,12,22,84,50,34
2024-01-01 10:20:00,10,20,0,0,36,41,32,43,152,77,75
2024-01-01 10:22:00,10,22,0,0,35,34,32,40,141,69,72
2024-01-01 10:24:00,10,24,0,0,36,26,35,30,127,62,65
2024-01-01 10:26:00,10,26,0,0,24,24,28,34,110,48,62
2024-01-01 10:28:00,10,28,0,0,35,27,27,23,112,62,50
2024-01-01 10:30:00,10,30,0,0,18,25,32,27,102,43,59
2024-01-01 10:32:00,10,32,0,0,28,22,34,31,115,50,65
2024-01-01 10:34:00,10,34,0,0,26,29,17,17,89,55,34
2024-01-01 10:36:00,10,36,0,0,47,41,44,47,179,88,91
2024-01-01 10:38:00,10,38,0,0,39,36,45,42,162,75,87
2024-01-01 10:40:00,10,40,0,0,36,41,41,32,150,77,73
2024-01-01 10:42:00,10,42,0,0,48,52,53,45,198,100,98
2024-01-01 10:44:00,10,44,0,0,25,28,29,32,114,53,61
2024-01-01 10:46:00,10,46,0,0,26,26,27,38,117,52,65
2024-01-01 10:48:00,10,48,0,0,25,21,22,18,86,46,40
2024-01-01 10:50:00,10,50,0,0,37,24,28,37,126,61,65
2024-01-01 10:52:00,10,52,0,0,43,29,31,34,137,72,65
2024-01-01 10:54:00,10,54,0,0,26,30,30,24,110,56,54
2024-01-01 10:56:00,10,56,0,0,45,40,42,34,161,85,76
2024-01-01 10:58:00,10,58,0,0,43,31,37,31,142,74,68
2024-01-01 11:00:00,11,0,0,0,31,44,37,42,154,75,79
2024-01-01 11:02:00,11,2,0,0,28,27,27,32,114,55,59
2024-01-01 11:04:00,11,4,0,0,35,34,37,29,135,69,66
2024-01-01 11:06:00,11,6,0,0,40,40,32,40,152,80,72
2024-01-01 11:08:00,11,8,0,0,27,28,34,25,114,55,59
2024-01-01 11:10:00,11,10,0,0,47,40,53,38,178,87,91
2024-01-01 11:12:00,11,12,0,0,30,23,32,27,112,53,59
2024-01-01 11:14:00,11,14,0,0,44,43,50,40,177,87,90
2024-01-01 11:16:00,11,16,0,0,43,43,43,43,172,86,86
2024-01-01 11:18:00,11,18,0,0,47,42,37,52,178,89,89
2024-01-01 11:20:00,11,20,0,0,32,37,32,26,127,69,58
2024-01-01 11:22:00,11,22,0,0,42,45,55,53,195,87,108
2024-01-01 11:24:00,11,24,0,0,50,53,49,52,204,103,101
2024-01-01 11:26:00,11,26,0,0,48,47,40,46,181,95,86
2024-01-01 11:28:00,11,28,0,0,43,28,35,30,136,71,65
2024-01-01 11:30:00,11,30,0,0,32,23,24,26,105,55,50
2024-01-01 11:32:00,11,32,0,0,52,54,44,46,196,106,90
2024-01-01 11:34:00,11,34,0,0,35,48,48,45,176,83,93
2024-01-01 11:36:00,11,36,0,0,43,38,32,30,143,81,62
2024-01-01 11:38:00,11,38,0,0,43,34,43,40,160,77,83
2024-01-01 11:40:00,11,40,0,0,57,55,46,52,210,112,98
2024-01-01 11:42:00,11,42,0,0,31,34,38,36,139,65,74
2024-01-01 11:44:00,11,44,0,0,26,21,20,20,87,47,40
2024-01-01 11:46:00,11,46,0,0,34,20,26,21,101,54,47
2024-01-01 11:48:00,11,48,0,0,21,23,30,23,97,44,53
2024-01-01 11:50:00,11,50,0,0,38,38,48,36,160,76,84
2024-01-01 11:52:00,11,52,0,0,34,32,37,30,133,66,67
2024-01-01 11:54:00,11,54,0,0,56,48,57,42,203,104,99
2024-01-01 11:56:00,11,56,0,0,17,23,31,32,103,40,63
2024-01-01 11:58:00,11,58,0,0,32,30,25,37,124,62,62
2024-01-01 12:00:00,12,0,0,0,49,48,48,56,201,97,104
2024-01-01 12:02:00,12,2,0,0,59,59,63,66,247,118,129
2024-01-01 12:04:00,12,4,0,0,49,56,55,42,202,105,97
2024-01-01 12:06:00,12,6,0,0,52,38,48,40,178,90,88
2024-01-01 12:08:00,12,8,0,0,28,35,27,26,116,63,53
2024-01-01 12:10:00,12,10,0,0,54,51,60,59,224,105,119
2024-01-01 12:12:00,12,12,0,0,56,54,51,55,216,110,106
2024-01-01 12:14:00,12,14,0,0,72,63,69,70,274,135,139
2024-01-01 12:16:00,12,16,0,0,60,46,50,54,210,106,104
2024-01-01 12:18:00,12,18,0,0,75,73,79,80,307,148,159
2024-01-01 12:20:00,12,20,0,0,52,52,50,52,206,104,102
2024-01-01 12:22:00,12,22,0,0,69,65,69,61,264,134,130
2024-01-01 12:24:00,12,24,0,0,25,39,27,26,117,64,53
2024-01-01 12:26:00,12,26,0,0,65,55,60,66,246,120,126
2024-01-01 12:28:00,12,28,0,0,57,53,48,59,217,110,107
2024-01-01 12:30:00,12,30,0,0,57,62,51,54,224,119,105
2024-01-01 12:32:00,12,32,0,0,39,47,41,53,180,86,94
2024-01-01 12:34:00,12,34,0,0,72,74,66,62,274,146,128
2024-01-01 12:36:00,12,36,0,0,72,59,61,62,254,131,123
2024-01-01 12:38:00,12,38,0,0,41,43,40,40,164,84,80
2024-01-01 12:40:00,12,40,0,0,40,40,53,45,178,80,98
2024-01-01 12:42:00,12,42,0,0,58,53,59,54,224,111,113
2024-01-01 12:44:00,12,44,0,0,43,38,52,41,174,81,93
2024-01-01 12:46:00,12,46,0,0,42,43,45,39,169,85,84
2024-01-01 12:48:00,12,48,0,0,49,49,58,45,201,98,103
2024-01-01 12:50:00,12,50,0,0,39,40,51,44,174,79,95
2024-01-01 12:52:00,12,52,0,0,55,57,52,52,216,112,104
2024-01-01 12:54:00,12,54,0,0,52,49,56,60,217,101,116
2024-01-01 12:56:00,12,56,0,0,44,41,52,38,175,85,90
2024-01-01 12:58:00,12,58,0,0,61,60,57,71,249,121,128
2024-01-01 13:00:00,13,0,0,0,62,70,73,68,273,132,141
2024-01-01 13:02:00,13,2,0,0,70,71,62,70,273,141,132
2024-01-01 13:04:00,13,4,0,0,42,40,50,41,173,82,91
2024-01-01 13:06:00,13,6,0,0,71,64,75,71,281,135,146
2024-01-01 13:08:00,13,8,0,0,65,64,65,70,264,129,135
2024-01-01 13:10:00,13,10,0,0,53,55,59,57,224,108,116
