timestamp,hour,minute,day_of_week,is_weekend,north_count,south_count,east_count,west_count,total_vehicles,ns_total,ew_total
2024-01-01 03:40:00,3,40,0,0,7,18,5,9,39,25,14
2024-01-01 03:42:00,3,42,0,0,30,26,30,27,113,56,57
2024-01-01 03:44:00,3,44,0,0,15,4,10,1,30,19,11
2024-01-01 03:46:00,3,46,0,0,7,2,16,12,37,9,28
2024-01-01 03:48:00,3,48,0,0,16,9,12,17,54,25,29
2024-01-01 03:50:00,3,50,0,0,10,10,6,0,26,20,6
2024-01-01 03:52:00,3,52,0,0,1,0,3,5,9,1,8
2024-01-01 03:54:00,3,54,0,0,3,0,14,9,26,3,23
2024-01-01 03:56:00,3,56,0,0,2,8,13,5,28,10,18
2024-01-01 03:58:00,3,58,0,0,0,8,0,0,8,8,0
2024-01-01 04:00:00,4,0,0,0,8,11,8,0,27,19,8
2024-01-01 04:02:00,4,2,0,0,25,20,13,14,72,45,27
2024-01-01 04:04:00,4,4,0,0,0,7,7,2,16,7,9
2024-01-01 04:06:00,4,6,0,0,15,13,13,6,47,28,19
2024-01-01 04:08:00,4,8,0,0,9,8,4,6,27,17,10
2024-01-01 04:10:00,4,10,0,0,0,3,0,10,13,3,10
2024-01-01 04:12:00,4,12,0,0,17,18,19,18,72,35,37
2024-01-01 04:14:00,4,14,0,0,12,1,2,3,18,13,5
2024-01-01 04:16:00,4,16,0,0,21,18,30,33,102,39,63
2024-01-01 04:18:00,4,18,0,0,12,16,7,13,48,28,20
2024-01-01 04:20:00,4,20,0,0,6,16,8,10,40,22,18
2024-01-01 04:22:00,4,22,0,0,7,1,0,6,14,8,6
2024-01-01 04:24:00,4,24,0,0,26,17,26,19,88,43,45
2024-01-01 04:26:00,4,26,0,0,25,31,23,16,95,56,39
2024-01-01 04:28:00,4,28,0,0,5,16,14,18,53,21,32
2024-01-01 04:30:00,4,30,0,0,22,14,18,18,72,36,36
2024-01-01 04:32:00,4,32,0,0,24,14,23,17,78,38,40
2024-01-01 04:34:00,4,34,0,0,16,3,4,12,35,19,16
2024-01-01 04:36:00,4,36,0,0,0,12,2,4,18,12,6
2024-01-01 04:38:00,4,38,0,0,18,5,7,7,37,23,14
2024-01-01 04:40:00,4,40,0,0,19,26,23,20,88,45,43
2024-01-01 04:42:00,4,42,0,0,6,14,21,21,62,20,42
2024-01-01 04:44:00,4,44,0,0,12,7,9,11,39,19,20
2024-01-01 04:46:00,4,46,0,0,35,28,22,22,107,63,44
2024-01-01 04:48:00,4,48,0,0,3,18,15,15,51,21,30
2024-01-01 04:50:00,4,50,0,0,25,25,20,18,88,50,38
2024-01-01 04:52:00,4,52,0,0,19,12,17,19,67,31,36
2024-01-01 04:54:00,4,54,0,0,5,14,1,3,23,19,4
2024-01-01 04:56:00,4,56,0,0,14,10,21,12,57,24,33
2024-01-01 04:58:00,4,58,0,0,0,0,2,5,7,0,7
2024-01-01 05:00:00,5,0,0,0,16,13,12,13,54,29,25
2024-01-01 05:02:00,5,2,0,0,16,14,16,6,52,30,22
2024-01-01 05:04:00,5,4,0,0,14,22,17,24,77,36,41
2024-01-01 05:06:00,5,6,0,0,19,9,17,11,56,28,28
2024-01-01 05:08:00,5,8,0,0,11,7,7,8,33,18,15
2024-01-01 05:10:00,5,10,0,0,30,32,18,26,106,62,44
2024-01-01 05:12:00,5,12,0,0,12,9,8,2,31,21,10
2024-01-01 05:14:00,5,14,0,0,13,22,20,25,80,35,45
2024-01-01 05:16:00,5,16,0,0,29,27,13,28,97,56,41
2024-01-01 05:18:00,5,18,0,0,23,17,27,26,93,40,53
2024-01-01 05:20:00,5,20,0,0,5,0,0,3,8,5,3
2024-01-01 05:22:00,5,22,0,0,6,9,3,11,29,15,14
2024-01-01 05:24:00,5,24,0,0,30,27,17,20,94,57,37
2024-01-01 05:26:00,5,26,0,0,5,4,2,11,22,9,13
2024-01-01 05:28:00,5,28,0,0,9,10,6,1,26,19,7
2024-01-01 05:30:00,5,30,0,0,10,9,21,10,50,19,31
2024-01-01 05:32:00,5,32,0,0,13,10,4,5,32,23,9
2024-01-01 05:34:00,5,34,0,0,19,16,16,11,62,35,27
2024-01-01 05:36:00,5,36,0,0,12,9,4,9,34,21,13
2024-01-01 05:38:00,5,38,0,0,19,25,13,17,74,44,30
2024-01-01 05:40:00,5,40,0,0,19,8,7,13,47,27,20
2024-01-01 05:42:00,5,42,0,0,11,19,22,16,68,30,38
2024-01-01 05:44:00,5,44,0,0,6,6,5,19,36,12,24
2024-01-01 05:46:00,5,46,0,0,26,16,26,25,93,42,51
2024-01-01 05:48:00,5,48,0,0,7,7,15,14,43,14,29
2024-01-01 05:50:00,5,50,0,0,24,23,18,26,91,47,44
2024-01-01 05:52:00,5,52,0,0,29,21,22,28,100,50,50
2024-01-01 05:54:00,5,54,0,0,0,1,0,0,1,1,0
2024-01-01 05:56:00,5,56,0,0,5,0,0,0,5,5,0
2024-01-01 05:58:00,5,58,0,0,0,0,0,0,0,0,0
2024-01-01 06:00:00,6,0,0,0,42,36,44,41,163,78,85
2024-01-01 06:02:00,6,2,0,0,36,37,40,34,147,73,74
2024-01-01 06:04:00,6,4,0,0,21,28,29,29,107,49,58
2024-01-01 06:06:00,6,6,0,0,36,43,34,35,148,79,69
2024-01-01 06:08:00,6,8,0,0,30,31,36,39,136,61,75
2024-01-01 06:10:00,6,10,0,0,17,19,15,21,72,36,36
2024-01-01 06:12:00,6,12,0,0,28,25,20,18,91,53,38
2024-01-01 06:14:00,6,14,0,0,36,28,24,34,122,64,58
2024-01-01 06:16:00,6,16,0,0,36,34,42,41,153,70,83
2024-01-01 06:18:00,6,18,0,0,22,20,27,21,90,42,48
2024-01-01 06:20:00,6,20,0,0,36,48,49,48,181,84,97
2024-01-01 06:22:00,6,22,0,0,42,49,42,49,182,91,91
2024-01-01 06:24:00,6,24,0,0,32,26,40,33,131,58,73
2024-01-01 06:26:00,6,26,0,0,36,42,43,43,164,78,86
2024-01-01 06:28:00,6,28,0,0,28,33,30,29,120,61,59
2024-01-01 06:30:00,6,30,0,0,39,32,36,33,140,71,69
2024-01-01 06:32:00,6,32,0,0,37,33,42,41,153,70,83
2024-01-01 06:34:00,6,34,0,0,40,31,27,27,125,71,54
2024-01-01 06:36:00,6,36,0,0,23,23,32,33,111,46,65
2024-01-01 06:38:00,6,38,0,0,37,30,37,21,125,67,58
2024-01-01 06:40:00,6,40,0,0,50,42,42,45,179,92,87
2024-01-01 06:42:00,6,42,0,0,43,56,52,46,197,99,98
2024-01-01 06:44:00,6,44,0,0,48,49,50,48,195,97,98
2024-01-01 06:46:00,6,46,0,0,15,13,28,15,71,28,43
2024-01-01 06:48:00,6,48,0,0,55,57,54,54,220,112,108
2024-01-01 06:50:00,6,50,0,0,25,34,33,33,125,59,66
2024-01-01 06:52:00,6,52,0,0,34,27,28,23,112,61,51
2024-01-01 06:54:00,6,54,0,0,33,34,32,36,135,67,68
2024-01-01 06:56:00,6,56,0,0,41,41,45,46,173,82,91
2024-01-01 06:58:00,6,58,0,0,47,47,53,41,188,94,94
2024-01-01 07:00:00,7,0,0,0,89,82,93,89,353,171,182
2024-01-01 07:02:00,7,2,0,0,87,88,92,86,353,175,178
2024-01-01 07:04:00,7,4,0,0,94,101,90,86,371,195,176
2024-01-01 07:06:00,7,6,0,0,93,89,88,85,355,182,173
2024-01-01 07:08:00,7,8,0,0,89,81,81,90,341,170,171
2024-01-01 07:10:00,7,10,0,0,76,78,77,72,303,154,149
2024-01-01 07:12:00,7,12,0,0,81,67,73,71,292,148,144
2024-01-01 07:14:00,7,14,0,0,95,89,94,101,379,184,195
2024-01-01 07:16:00,7,16,0,0,71,81,82,81,315,152,163
2024-01-01 07:18:00,7,18,0,0,69,66,53,53,241,135,106
2024-01-01 07:20:00,7,20,0,0,58,63,63,63,247,121,126
2024-01-01 07:22:00,7,22,0,0,67,63,71,68,269,130,139
2024-01-01 07:24:00,7,24,0,0,94,96,85,86,361,190,171
2024-01-01 07:26:00,7,26,0,0,67,60,70,63,260,127,133
2024-01-01 07:28:00,7,28,0,0,81,77,81,74,313,158,155
2024-01-01 07:30:00,7,30,0,0,68,63,66,69,266,131,135
2024-01-01 07:32:00,7,32,0,0,75,73,75,63,286,148,138
2024-01-01 07:34:00,7,34,0,0,78,75,65,74,292,153,139
2024-01-01 07:36:00,7,36,0,0,100,90,98,95,383,190,193
2024-01-01 07:38:00,7,38,0,0,73,62,68,74,277,135,142
2024-01-01 07:40:00,7,40,0,0,99,92,100,103,394,191,203
2024-01-01 07:42:00,7,42,0,0,73,68,77,73,291,141,150
2024-01-01 07:44:00,7,44,0,0,88,91,80,84,343,179,164
2024-01-01 07:46:00,7,46,0,0,56,64,54,63,237,120,117
2024-01-01 07:48:00,7,48,0,0,75,69,71,70,285,144,141
2024-01-01 07:50:00,7,50,0,0,91,94,83,80,348,185,163
2024-01-01 07:52:00,7,52,0,0,63,65,63,68,259,128,131
2024-01-01 07:54:00,7,54,0,0,70,72,81,74,297,142,155
2024-01-01 07:56:00,7,56,0,0,83,84,80,84,331,167,164
2024-01-01 07:58:00,7,58,0,0,92,85,87,92,356,177,179
2024-01-01 08:00:00,8,0,0,0,78,73,70,83,304,151,153
2024-01-01 08:02:00,8,2,0,0,76,83,91,82,332,159,173
2024-01-01 08:04:00,8,4,0,0,86,86,95,83,350,172,178
2024-01-01 08:06:00,8,6,0,0,68,62,61,61,252,130,122
2024-01-01 08:08:00,8,8,0,0,92,90,97,92,371,182,189
2024-01-01 08:10:00,8,10,0,0,77,74,75,69,295,151,144
2024-01-01 08:12:00,8,12,0,0,75,73,81,74,303,148,155
2024-01-01 08:14:00,8,14,0,0,65,75,64,75,279,140,139
2024-01-01 08:16:00,8,16,0,0,71,72,59,71,273,143,130
2024-01-01 08:18:00,8,18,0,0,62,68,68,57,255,130,125
2024-01-01 08:20:00,8,20,0,0,88,83,91,93,355,171,184
2024-01-01 08:22:00,8,22,0,0,88,102,88,104,382,190,192
2024-01-01 08:24:00,8,24,0,0,78,77,77,75,307,155,152
2024-01-01 08:26:00,8,26,0,0,67,77,79,78,301,144,157
2024-01-01 08:28:00,8,28,0,0,66,72,73,67,278,138,140
2024-01-01 08:30:00,8,30,0,0,93,91,90,78,352,184,168
2024-01-01 08:32:00,8,32,0,0,80,75,84,88,327,155,172
2024-01-01 08:34:00,8,34,0,0,68,70,62,68,268,138,130
2024-01-01 08:36:00,8,36,0,0,77,87,93,80,337,164,173
2024-01-01 08:38:00,8,38,0,0,71,61,74,66,272,132,140
2024-01-01 08:40:00,8,40,0,0,71,63,59,61,254,134,120
2024-01-01 08:42:00,8,42,0,0,98,94,91,91,374,192,182
2024-01-01 08:44:00,8,44,0,0,93,92,90,89,364,185,179
2024-01-01 08:46:00,8,46,0,0,94,92,88,100,374,186,188
2024-01-01 08:48:00,8,48,0,0,94,106,95,95,390,200,190
2024-01-01 08:50:00,8,50,0,0,74,76,68,68,286,150,136
2024-01-01 08:52:00,8,52,0,0,71,59,56,70,256,130,126
2024-01-01 08:54:00,8,54,0,0,83,91,85,84,343,174,169
2024-01-01 08:56:00,8,56,0,0,63,69,69,73,274,132,142
2024-01-01 08:58:00,8,58,0,0,90,84,80,89,343,174,169
2024-01-01 09:00:00,9,0,0,0,67,56,65,61,249,123,126
2024-01-01 09:02:00,9,2,0,0,51,57,62,59,229,108,121
2024-01-01 09:04:00,9,4,0,0,63,67,66,62,258,130,128
2024-01-01 09:06:00,9,6,0,0,85,83,79,92,339,168,171
2024-01-01 09:08:00,9,8,0,0,67,68,72,67,274,135,139
2024-01-01 09:10:00,9,10,0,0,95,84,86,89,354,179,175
2024-01-01 09:12:00,9,12,0,0,84,86,82,81,333,170,163
2024-01-01 09:14:00,9,14,0,0,65,50,54,61,230,115,115
2024-01-01 09:16:00,9,16,0,0,92,94,84,99,369,186,183
2024-01-01 09:18:00,9,18,0,0,71,77,68,61,277,148,129
2024-01-01 09:20:00,9,20,0,0,80,78,75,79,312,158,154
2024-01-01 09:22:00,9,22,0,0,68,74,70,72,284,142,142
2024-01-01 09:24:00,9,24,0,0,92,82,89,83,346,174,172
2024-01-01 09:26:00,9,26,0,0,73,60,60,59,252,133,119
2024-01-01 09:28:00,9,28,0,0,99,86,101,101,387,185,202
2024-01-01 09:30:00,9,30,0,0,87,98,97,93,375,185,190
2024-01-01 09:32:00,9,32,0,0,82,86,88,87,343,168,175
2024-01-01 09:34:00,9,34,0,0,94,87,83,91,355,181,174
2024-01-01 09:36:00,9,36,0,0,98,97,88,87,370,195,175
2024-01-01 09:38:00,9,38,0,0,65,64,55,61,245,129,116
2024-01-01 09:40:00,9,40,0,0,88,92,98,102,380,180,200
2024-01-01 09:42:00,9,42,0,0,80,80,88,87,335,160,175
2024-01-01 09:44:00,9,44,0,0,90,74,74,80,318,164,154
2024-01-01 09:46:00,9,46,0,0,59,57,56,61,233,116,117
2024-01-01 09:48:00,9,48,0,0,82,76,71,84,313,158,155
2024-01-01 09:50:00,9,50,0,0,68,73,66,67,274,141,133
2024-01-01 09:52:00,9,52,0,0,69,61,61,66,257,130,127
2024-01-01 09:54:00,9,54,0,0,68,58,70,58,254,126,128
2024-01-01 09:56:00,9,56,0,0,99,102,93,102,396,201,195
2024-01-01 09:58:00,9,58,0,0,86,96,86,92,360,182,178
2024-01-01 10:00:00,10,0,0,0,37,37,32,36,142,74,68
2024-01-01 10:02:00,10,2,0,0,34,24,20,21,99,58,41
2024-01-01 10:04:00,10,4,0,0,49,43,42,42,176,92,84
2024-01-01 10:06:00,10,6,0,0,48,51,50,47,196,99,97
2024-01-01 10:08:00,10,8,0,0,39,37,33,42,151,76,75
2024-01-01 10:10:00,10,10,0,0,29,42,28,40,139,71,68
2024-01-01 10:12:00,10,12,0,0,24,23,25,30,102,47,55
2024-01-01 10:14:00,10,14,0,0,24,29,25,24,102,53,49
2024-01-01 10:16:00,10,16,0,0,52,59,54,54,219,111,108
2024-01-01 10:18:00,10,18,0,0,46,49,48,50,193,95,98
2024-01-01 10:20:00,10,20,0,0,35,28,31,20,114,63,51
2024-01-01 10:22:00,10,22,0,0,25,26,30,41,122,51,71
2024-01-01 10:24:00,10,24,0,0,22,21,30,16,89,43,46
2024-01-01 10:26:00,10,26,0,0,27,29,22,27,105,56,49
2024-01-01 10:28:00,10,28,0,0,33,31,38,33,135,64,71
2024-01-01 10:30:00,10,30,0,0,45,47,51,46,189,92,97
2024-01-01 10:32:00,10,32,0,0,15,20,24,30,89,35,54
2024-01-01 10:34:00,10,34,0,0,44,47,41,41,173,91,82
2024-01-01 10:36:00,10,36,0,0,44,47,46,37,174,91,83
2024-01-01 10:38:00,10,38,0,0,37,30,35,44,146,67,79
2024-01-01 10:40:00,10,40,0,0,34,36,37,31,138,70,68
2024-01-01 10:42:00,10,42,0,0,40,40,37,42,159,80,79
2024-01-01 10:44:00,10,44,0,0,22,26,25,34,107,48,59
2024-01-01 10:46:00,10,46,0,0,26,28,29,27,110,54,56
2024-01-01 10:48:00,10,48,0,0,35,39,32,32,138,74,64
2024-01-01 10:50:00,10,50,0,0,30,29,38,29,126,59,67
2024-01-01 10:52:00,10,52,0,0,38,22,23,35,118,60,58
2024-01-01 10:54:00,10,54,0,0,36,30,27,40,133,66,67
2024-01-01 10:56:00,10,56,0,0,42,48,36,50,176,90,86
2024-01-01 10:58:00,10,58,0,0,32,38,36,27,133,70,63
2024-01-01 11:00:00,11,0,0,0,43,33,42,40,158,76,82
2024-01-01 11:02:00,11,2,0,0,43,47,40,43,173,90,83
2024-01-01 11:04:00,11,4,0,0,41,29,44,37,151,70,81
2024-01-01 11:06:00,11,6,0,0,38,35,41,38,152,73,79
2024-01-01 11:08:00,11,8,0,0,16,17,26,22,81,33,48
2024-01-01 11:10:00,11,10,0,0,51,46,39,41,177,97,80
2024-01-01 11:12:00,11,12,0,0,35,36,26,28,125,71,54
2024-01-01 11:14:00,11,14,0,0,40,43,32,41,156,83,73
2024-01-01 11:16:00,11,16,0,0,45,48,49,52,194,93,101
2024-01-01 11:18:00,11,18,0,0,34,36,40,45,155,70,85
2024-01-01 11:20:00,11,20,0,0,36,31,38,33,138,67,71
2024-01-01 11:22:00,11,22,0,0,37,27,36,29,129,64,65
2024-01-01 11:24:00,11,24,0,0,48,48,40,41,177,96,81
2024-01-01 11:26:00,11,26,0,0,43,34,43,47,167,77,90
2024-01-01 11:28:00,11,28,0,0,14,17,19,13,63,31,32
2024-01-01 11:30:00,11,30,0,0,27,41,26,28,122,68,54
2024-01-01 11:32:00,11,32,0,0,33,29,37,37,136,62,74
2024-01-01 11:34:00,11,34,0,0,33,32,25,23,113,65,48
2024-01-01 11:36:00,11,36,0,0,52,49,43,39,183,101,82
2024-01-01 11:38:00,11,38,0,0,20,27,16,24,87,47,40
2024-01-01 11:40:00,11,40,0,0,41,43,36,38,158,84,74
2024-01-01 11:42:00,11,42,0,0,23,18,24,27,92,41,51
2024-01-01 11:44:00,11,44,0,0,23,30,30,19,102,53,49
2024-01-01 11:46:00,11,46,0,0,39,34,37,47,157,73,84
2024-01-01 11:48:00,11,48,0,0,42,38,36,35,151,80,71
2024-01-01 11:50:00,11,50,0,0,37,37,42,42,158,74,84
2024-01-01 11:52:00,11,52,0,0,27,24,27,18,96,51,45
2024-01-01 11:54:00,11,54,0,0,37,44,42,32,155,81,74
2024-01-01 11:56:00,11,56,0,0,34,28,33,28,123,62,61
2024-01-01 11:58:00,11,58,0,0,37,23,36,34,130,60,70
2024-01-01 12:00:00,12,0,0,0,58,58,68,66,250,116,134
2024-01-01 12:02:00,12,2,0,0,54,48,48,50,200,102,98
2024-01-01 12:04:00,12,4,0,0,77,69,82,77,305,146,159
2024-01-01 12:06:00,12,6,0,0,40,45,53,43,181,85,96
2024-01-01 12:08:00,12,8,0,0,70,66,70,77,283,136,147
2024-01-01 12:10:00,12,10,0,0,62,59,62,63,246,121,125
2024-01-01 12:12:00,12,12,0,0,41,41,34,39,155,82,73
2024-01-01 12:14:00,12,14,0,0,48,51,44,51,194,99,95
2024-01-01 12:16:00,12,16,0,0,45,53,43,54,195,98,97
2024-01-01 12:18:00,12,18,0,0,60,50,49,60,219,110,109
2024-01-01 12:20:00,12,20,0,0,49,53,46,56,204,102,102
2024-01-01 12:22:00,12,22,0,0,34,42,37,31,144,76,68
2024-01-01 12:24:00,12,24,0,0,51,59,49,44,203,110,93
2024-01-01 12:26:00,12,26,0,0,53,43,43,50,189,96,93
2024-01-01 12:28:00,12,28,0,0,40,49,42,38,169,89,80
2024-01-01 12:30:00,12,30,0,0,54,58,55,69,236,112,124
2024-01-01 12:32:00,12,32,0,0,50,52,56,41,199,102,97
2024-01-01 12:34:00,12,34,0,0,68,64,71,73,276,132,144
2024-01-01 12:36:00,12,36,0,0,40,38,33,30,141,78,63
2024-01-01 12:38:00,12,38,0,0,43,45,44,51,183,88,95
2024-01-01 12:40:00,12,40,0,0,74,81,79,71,305,155,150
2024-01-01 12:42:00,12,42,0,0,37,28,42,31,138,65,73
2024-01-01 12:44:00,12,44,0,0,65,56,72,69,262,121,141
2024-01-01 12:46:00,12,46,0,0,53,66,63,57,239,119,120
2024-01-01 12:48:00,12,48,0,0,55,60,56,50,221,115,106
2024-01-01 12:50:00,12,50,0,0,46,45,48,49,188,91,97
2024-01-01 12:52:00,12,52,0,0,64,66,71,61,262,130,132
2024-01-01 12:54:00,12,54,0,0,61,49,53,49,212,110,102
2024-01-01 12:56:00,12,56,0,0,51,44,39,49,183,95,88
2024-01-01 12:58:00,12,58,0,0,49,54,49,53,205,103,102
2024-01-01 13:00:00,13,0,0,0,48,46,35,47,176,94,82
2024-01-01 13:02:00,13,2,0,0,38,34,47,37,156,72,84
2024-01-01 13:04:00,13,4,0,0,58,58,59,52,227,116,111
2024-01-01 13:06:00,13,6,0,0,44,55,54,54,207,99,108
2024-01-01 13:08:00,13,8,0,0,54,61,66,57,238,115,123
2024-01-01 13:10:00,13,10,0,0,64,69,76,68,277,133,144
